state,county,total_deaths
CA,Los Angeles,31094.0
AZ,Maricopa,17970.0
IL,Cook,15478.0
TX,Harris,13207.0
NY,Kings,10733.0
FL,Miami-Dade,10385.0
NY,Queens,9153.0
NV,Clark,9078.0
TX,Bexar,8905.0
CA,San Bernardino,8527.0
CA,Orange,8378.0
CA,Riverside,8049.0
TX,Tarrant,7639.0
NY,New York,7254.0
TX,Dallas,7239.0
CA,San Diego,7160.0
MI,Wayne,7090.0
NY,Bronx,6870.0
NY,Nassau,6293.0
NY,Suffolk,6200.0
FL,Broward,6004.0
OH,Cuyahoga,5747.0
FL,Palm Beach,5668.0
PA,Philadelphia,5134.0
MI,Oakland,5127.0
PA,Allegheny,5057.0
OH,Franklin,4865.0
OK,Oklahoma,4831.0
AZ,Pima,4498.0
TX,El Paso,4404.0
MO,St. Louis,4363.0
IN,Marion,4241.0
OK,Tulsa,4215.0
FL,Hillsborough,4092.0
FL,Duval,4057.0
NJ,Bergen,3975.0
TX,Hidalgo,3952.0
MA,Middlesex,3865.0
NJ,Essex,3860.0
NY,Erie,3831.0
TN,Shelby,3793.0
AL,Jefferson,3790.0
KY,Jefferson,3758.0
TN,Davidson,3736.0
NY,Westchester,3706.0
MN,Hennepin,3627.0
CT,Hartford,3555.0
FL,Orange,3549.0
OH,Hamilton,3459.0
CA,Sacramento,3434.0
FL,Pinellas,3406.0
OH,Montgomery,3258.0
PA,Montgomery,3213.0
NJ,Middlesex,3168.0
NM,Bernalillo,3153.0
CT,New Haven,3119.0
CA,Fresno,3073.0
WA,King,3038.0
GA,Fulton,3001.0
MD,Montgomery,2960.0
CT,Fairfield,2956.0
NC,Mecklenburg,2922.0
RI,Providence,2889.0
MA,Suffolk,2882.0
CA,Santa Clara,2864.0
FL,Polk,2730.0
TX,Collin,2715.0
MO,Jackson,2710.0
MI,Macomb,2657.0
MD,Baltimore city,2653.0
WI,Milwaukee,2612.0
NJ,Ocean,2600.0
CA,Kern,2576.0
MA,Worcester,2534.0
CA,Stanislaus,2531.0
OH,Lucas,2511.0
NY,Monroe,2500.0
TX,Cameron,2490.0
TN,Knox,2472.0
TX,Lubbock,2426.0
TX,Travis,2424.0
AR,Pulaski,2419.0
SC,Greenville,2418.0
MD,Baltimore,2406.0
LA,East Baton Rouge Parish,2392.0
CA,San Joaquin,2389.0
NJ,Monmouth,2381.0
MA,Essex,2374.0
TX,Smith,2371.0
CA,Alameda,2339.0
IN,Lake,2328.0
TX,Montgomery,2254.0
UT,Salt Lake,2245.0
PA,Lehigh,2223.0
FL,Brevard,2212.0
NY,Richmond,2202.0
FL,Lee,2195.0
OH,Stark,2180.0
CO,El Paso,2163.0
FL,Marion,2154.0
OH,Summit,2151.0
NJ,Hudson,2135.0
MO,Greene,2126.0
TN,Hamilton,2105.0
DC,District of Columbia,2098.0
MI,Kent,2081.0
NJ,Union,2076.0
NJ,Morris,2073.0
FL,Volusia,2057.0
KS,Sedgwick,2041.0
FL,Sarasota,2035.0
MN,Ramsey,2032.0
MS,Hinds,2022.0
IN,Allen,2014.0
MD,Prince George's,2005.0
TX,Nueces,1995.0
SC,Spartanburg,1983.0
NJ,Passaic,1977.0
NJ,Camden,1977.0
GA,Richmond,1969.0
FL,Pasco,1944.0
AL,Mobile,1938.0
PA,Lancaster,1920.0
LA,Jefferson Parish,1910.0
NC,Wake,1909.0
GA,Cobb,1903.0
LA,Caddo Parish,1896.0
PA,Bucks,1880.0
NC,Forsyth,1875.0
NE,Douglas,1873.0
NC,Guilford,1869.0
IL,DuPage,1869.0
MA,Bristol,1855.0
PA,Delaware,1821.0
MA,Hampden,1812.0
IA,Polk,1780.0
OR,Multnomah,1774.0
FL,Escambia,1767.0
WA,Pierce,1735.0
CA,Ventura,1711.0
NY,Onondaga,1704.0
MI,Genesee,1690.0
TX,Potter,1648.0
SC,Charleston,1647.0
CO,Adams,1638.0
KY,Fayette,1636.0
GA,Hall,1634.0
WA,Spokane,1627.0
TX,Denton,1618.0
ID,Ada,1613.0
DE,New Castle,1601.0
NV,Washoe,1594.0
FL,Alachua,1570.0
PA,York,1548.0
TX,Jefferson,1545.0
PA,Berks,1526.0
VA,Fairfax,1510.0
AL,Montgomery,1510.0
CA,Tulare,1508.0
CA,Contra Costa,1506.0
PA,Luzerne,1500.0
FL,Lake,1486.0
KS,Johnson,1481.0
OH,Mahoning,1464.0
FL,Manatee,1451.0
CO,Jefferson,1448.0
GA,Gwinnett,1445.0
CO,Arapahoe,1438.0
SC,Richland,1430.0
CO,Denver,1415.0
PA,Dauphin,1413.0
AL,Madison,1413.0
GA,Chatham,1411.0
MA,Norfolk,1411.0
IL,Will,1386.0
MA,Plymouth,1380.0
TX,Bell,1378.0
IL,Lake,1377.0
PA,Chester,1377.0
TN,Sullivan,1349.0
TN,Madison,1342.0
SC,Horry,1324.0
NY,Orange,1322.0
FL,Leon,1309.0
SC,Florence,1300.0
TX,McLennan,1293.0
GA,Muscogee,1288.0
TX,Williamson,1281.0
NY,Rockland,1272.0
AZ,Mohave,1271.0
IL,Peoria,1271.0
TX,Taylor,1268.0
FL,Osceola,1267.0
GA,DeKalb,1263.0
MD,Anne Arundel,1254.0
SD,Minnehaha,1254.0
IL,Kane,1253.0
TN,Rutherford,1249.0
FL,Collier,1245.0
HI,Honolulu,1243.0
MI,Washtenaw,1223.0
TX,Webb,1222.0
NJ,Burlington,1216.0
OH,Butler,1211.0
TX,Gregg,1206.0
TX,Fort Bend,1203.0
MO,St. Louis city,1201.0
MI,Saginaw,1189.0
WI,Waukesha,1189.0
GA,Bibb,1184.0
NJ,Mercer,1179.0
LA,Ouachita Parish,1176.0
VA,Henrico,1167.0
MI,Ingham,1160.0
PA,Cumberland,1145.0
PA,Erie,1140.0
NY,Albany,1137.0
MI,Kalamazoo,1134.0
CA,Placer,1125.0
NC,Buncombe,1123.0
AZ,Yuma,1122.0
FL,Hernando,1089.0
AR,Craighead,1085.0
IL,Winnebago,1082.0
OH,Lorain,1082.0
MT,Yellowstone,1078.0
PA,Westmoreland,1070.0
AR,Sebastian,1066.0
WV,Kanawha,1052.0
SC,Anderson,1048.0
AL,Tuscaloosa,1043.0
MO,Clay,1041.0
IN,Vanderburgh,1034.0
ND,Cass,1032.0
AL,Houston,1032.0
AZ,Yavapai,1027.0
TX,Galveston,1018.0
NH,Hillsborough,1015.0
NJ,Atlantic,1015.0
NY,Oneida,1011.0
MS,Lee,1007.0
UT,Utah,1006.0
AR,Benton,1001.0
LA,St. Tammany Parish,995.0
WI,Dane,994.0
MO,St. Charles,987.0
SC,Lexington,985.0
TX,Grayson,985.0
FL,St. Lucie,971.0
NC,Gaston,970.0
CA,San Francisco,964.0
FL,Seminole,963.0
PA,Lackawanna,961.0
TX,Ector,951.0
FL,Clay,945.0
TX,Wichita,945.0
NY,Dutchess,944.0
NC,Cumberland,941.0
WA,Snohomish,940.0
TN,Washington,932.0
LA,Orleans Parish,929.0
IN,St. Joseph,928.0
TX,Bowie,927.0
LA,Lafayette Parish,921.0
MS,DeSoto,918.0
WV,Monongalia,916.0
NJ,Gloucester,913.0
DE,Sussex,912.0
KS,Shawnee,908.0
NM,Dona Ana,906.0
WI,Brown,906.0
GA,Floyd,904.0
LA,Rapides Parish,898.0
FL,Bay,897.0
MN,Anoka,894.0
VA,Roanoke city,890.0
WA,Clark,888.0
NC,Catawba,888.0
CO,Pueblo,884.0
FL,Citrus,870.0
CA,Santa Barbara,868.0
VA,Richmond city,867.0
CA,San Mateo,862.0
AR,Washington,862.0
MO,Newton,859.0
OK,Cleveland,857.0
NC,Durham,856.0
MS,Harrison,855.0
TX,Brazos,854.0
VA,Lynchburg city,854.0
PA,Northampton,847.0
KS,Wyandotte,847.0
OH,Allen,846.0
NY,Broome,841.0
NC,New Hanover,841.0
CA,Imperial,841.0
IL,Madison,838.0
PA,Blair,835.0
NJ,Somerset,834.0
OR,Washington,833.0
NC,Cabarrus,829.0
KY,Warren,826.0
CA,Solano,822.0
NE,Lancaster,821.0
MN,St. Louis,820.0
PA,Montour,819.0
MO,Boone,802.0
OH,Trumbull,801.0
VA,Norfolk city,797.0
IL,St. Clair,791.0
NC,Pitt,790.0
WV,Cabell,783.0
MS,Forrest,783.0
MS,Lauderdale,778.0
CO,Larimer,778.0
GA,Clarke,777.0
NM,Sandoval,776.0
PA,Franklin,774.0
IL,Sangamon,774.0
GA,Henry,774.0
NM,San Juan,773.0
WA,Yakima,771.0
FL,Charlotte,770.0
TX,Brazoria,766.0
OR,Marion,764.0
PA,Butler,763.0
FL,Martin,760.0
IN,Elkhart,757.0
CA,Shasta,757.0
IA,Linn,753.0
CA,Monterey,750.0
WI,Kenosha,749.0
AR,Garland,744.0
CO,Mesa,742.0
PA,Cambria,741.0
AL,Etowah,737.0
FL,Highlands,736.0
CO,Boulder,735.0
AK,Anchorage Municipality,734.0
NC,Moore,729.0
TX,Victoria,728.0
IN,Tippecanoe,728.0
TN,Sumner,725.0
CA,Sonoma,724.0
GA,Dougherty,723.0
ID,Kootenai,722.0
MI,St. Clair,718.0
LA,Calcasieu Parish,717.0
AZ,Pinal,716.0
VA,Virginia Beach city,714.0
KY,McCracken,709.0
SC,York,704.0
IN,Hendricks,703.0
CA,Butte,700.0
KY,Pike,694.0
CT,New London,692.0
FL,Okaloosa,686.0
TX,Tom Green,683.0
UT,Washington,679.0
WA,Benton,677.0
MI,Muskegon,674.0
PA,Washington,672.0
MD,Washington,670.0
MN,Stearns,668.0
WI,Marathon,664.0
PA,Lycoming,660.0
IN,Hamilton,659.0
OH,Lake,656.0
ME,Cumberland,653.0
PA,Beaver,650.0
GA,Carroll,649.0
IL,Champaign,648.0
TX,Midland,647.0
OR,Clackamas,646.0
FL,Sumter,645.0
VA,Chesterfield,639.0
NC,Iredell,639.0
ID,Canyon,637.0
WI,Outagamie,637.0
KY,Daviess,636.0
OR,Lane,632.0
VA,Winchester city,628.0
IA,Johnson,627.0
CO,Douglas,625.0
AL,Baldwin,625.0
AL,Calhoun,623.0
CO,Weld,623.0
IN,Vigo,618.0
MI,Bay,618.0
MI,Jackson,617.0
IN,Delaware,617.0
DE,Kent,609.0
IA,Black Hawk,608.0
NJ,Cumberland,608.0
KY,Hardin,607.0
OH,Clark,606.0
FL,Indian River,601.0
OR,Jackson,599.0
WI,Racine,599.0
TN,Maury,595.0
TX,Angelina,594.0
IN,Madison,591.0
NC,Rowan,589.0
LA,Tangipahoa Parish,587.0
PA,Fayette,585.0
GA,Lowndes,584.0
MD,Harford,582.0
MI,Berrien,579.0
OH,Richland,578.0
TX,Comal,577.0
NC,Cleveland,575.0
UT,Weber,574.0
MD,Wicomico,574.0
VA,Newport News city,574.0
KY,Boyd,570.0
NY,Niagara,570.0
MS,Jackson,563.0
CA,Merced,563.0
AL,Lee,562.0
MI,Ottawa,560.0
CA,Kings,558.0
WA,Thurston,551.0
MN,Olmsted,551.0
IA,Woodbury,548.0
GA,Forsyth,544.0
MS,Lafayette,543.0
KY,Kenton,543.0
PA,Monroe,543.0
IL,Rock Island,538.0
MN,Dakota,536.0
GA,Fayette,536.0
ND,Burleigh,533.0
GA,Glynn,531.0
OH,Greene,529.0
PA,Schuylkill,528.0
OR,Deschutes,523.0
IN,Warrick,521.0
CT,Middlesex,519.0
WV,Raleigh,518.0
MA,Barnstable,515.0
MT,Cascade,514.0
MD,Frederick,514.0
IN,Floyd,513.0
MO,Cole,513.0
TN,Putnam,510.0
MO,Cape Girardeau,508.0
OH,Warren,503.0
NC,Wayne,500.0
IA,Scott,499.0
TN,Montgomery,498.0
GA,Spalding,498.0
OH,Fairfield,498.0
AL,Lauderdale,495.0
RI,Kent,492.0
IN,Porter,492.0
VA,Hanover,490.0
GA,Houston,490.0
IN,Wayne,489.0
IN,Monroe,489.0
TX,Rockwall,488.0
TX,Ellis,488.0
MD,Allegany,488.0
TX,Hays,486.0
NC,Orange,485.0
NC,Surry,485.0
MI,Calhoun,484.0
MI,Grand Traverse,484.0
NC,Union,484.0
IN,Howard,483.0
VA,Prince William,480.0
WI,La Crosse,480.0
OK,Comanche,479.0
NC,Henderson,477.0
GA,Coweta,475.0
ID,Bonneville,472.0
OH,Licking,471.0
ME,Penobscot,470.0
SC,Aiken,470.0
VA,Arlington,468.0
OK,Muskogee,468.0
WI,Winnebago,467.0
IL,McLean,466.0
OH,Tuscarawas,464.0
PA,Mercer,463.0
MS,Lowndes,463.0
AR,Faulkner,462.0
OH,Ross,462.0
MD,Carroll,461.0
WV,Ohio,461.0
MO,Jefferson,461.0
FL,Columbia,460.0
SC,Greenwood,460.0
AZ,Coconino,458.0
OH,Muskingum,458.0
CA,San Luis Obispo,458.0
NH,Rockingham,453.0
GA,Cherokee,453.0
AL,Morgan,452.0
MO,Buchanan,452.0
SD,Pennington,451.0
TN,Blount,451.0
WI,Wood,446.0
IL,Macon,446.0
PA,Clearfield,445.0
GA,Whitfield,441.0
PA,Lebanon,441.0
SC,Orangeburg,440.0
GA,Troup,440.0
VA,Suffolk city,439.0
VA,Chesapeake city,438.0
ID,Twin Falls,438.0
OH,Wayne,434.0
OH,Marion,433.0
OH,Columbiana,430.0
OH,Hancock,429.0
SC,Pickens,428.0
WY,Natrona,427.0
WI,Rock,423.0
NM,Santa Fe,416.0
AZ,Navajo,413.0
OH,Ashtabula,412.0
KY,Pulaski,412.0
TN,Williamson,411.0
WV,Wood,411.0
NC,Robeson,411.0
TX,Nacogdoches,411.0
WI,Eau Claire,410.0
SC,Sumter,409.0
VA,Loudoun,409.0
OH,Washington,408.0
IL,Adams,406.0
OH,Portage,405.0
OH,Miami,402.0
NC,Davidson,402.0
TN,Bradley,401.0
KY,Perry,401.0
VA,Rockingham,400.0
KY,Boyle,396.0
MN,Washington,396.0
AL,Cullman,395.0
OH,Geauga,395.0
GA,Clayton,393.0
MT,Flathead,393.0
VA,Salem city,392.0
OH,Scioto,390.0
IL,McHenry,388.0
CA,Santa Cruz,388.0
IL,Kankakee,387.0
PA,Somerset,387.0
NC,Burke,387.0
NV,Carson City,387.0
ME,Androscoggin,387.0
WA,Whatcom,386.0
AR,White,386.0
AL,Marshall,386.0
SC,Oconee,386.0
PA,Centre,386.0
GA,Tift,383.0
OK,Washington,382.0
KY,Campbell,380.0
SC,Georgetown,380.0
LA,Lafourche Parish,380.0
FL,Flagler,379.0
IN,LaPorte,379.0
SC,Beaufort,378.0
PA,Bradford,378.0
TX,Hunt,377.0
NC,Alamance,377.0
WV,Harrison,376.0
TN,Hamblen,374.0
CA,Madera,374.0
NY,Schenectady,373.0
NY,Chautauqua,373.0
PA,Lawrence,373.0
TN,Anderson,372.0
MT,Missoula,371.0
GA,Laurens,371.0
UT,Davis,368.0
NJ,Sussex,368.0
OK,Garfield,368.0
OH,Erie,367.0
VA,Petersburg city,367.0
IA,Dubuque,366.0
LA,Bossier Parish,366.0
MA,Berkshire,366.0
AR,Baxter,365.0
NC,Johnston,363.0
NC,Craven,360.0
VA,Fredericksburg city,359.0
PA,Mifflin,358.0
OK,Pottawatomie,357.0
NC,Nash,357.0
IL,Williamson,356.0
GA,Walton,356.0
NJ,Warren,354.0
TX,Lamar,354.0
VA,Portsmouth city,353.0
PA,Indiana,352.0
WI,Sheboygan,351.0
AL,Walker,351.0
FL,St. Johns,351.0
VA,Charlottesville city,349.0
TN,Sevier,348.0
OR,Douglas,348.0
TN,Wilson,348.0
GA,Ware,347.0
GA,Bartow,347.0
CT,Litchfield,346.0
NY,Chemung,346.0
OH,Medina,346.0
MD,Howard,341.0
ND,Ward,341.0
IA,Pottawattamie,341.0
VA,Danville city,340.0
MI,Lapeer,339.0
IN,Clark,338.0
TN,Dickson,336.0
WY,Laramie,336.0
NC,Onslow,335.0
VA,Augusta,334.0
TX,Guadalupe,334.0
IN,Johnson,333.0
LA,St. Landry Parish,333.0
FL,Santa Rosa,333.0
OH,Jefferson,333.0
NC,Wilson,330.0
NM,Chaves,329.0
IN,Bartholomew,329.0
WA,Kitsap,329.0
AR,Independence,328.0
CA,Marin,328.0
WI,Ozaukee,328.0
GA,Upson,325.0
OR,Josephine,324.0
WV,Berkeley,323.0
MD,Charles,323.0
GA,Thomas,322.0
KS,Saline,321.0
AL,Colbert,320.0
NC,Caldwell,319.0
MI,Midland,317.0
GA,Newton,316.0
TX,Wise,316.0
KY,Barren,315.0
ID,Bannock,315.0
FL,Putnam,315.0
NY,Saratoga,314.0
WA,Chelan,313.0
SC,Berkeley,313.0
KY,Whitley,313.0
AL,Shelby,312.0
PA,Crawford,312.0
IL,La Salle,310.0
SC,Dorchester,310.0
GA,Rockdale,308.0
OH,Clermont,308.0
MS,Rankin,308.0
NY,Rensselaer,308.0
NC,Rutherford,307.0
VA,Hampton city,307.0
NY,Ulster,306.0
NY,Ontario,306.0
VA,Martinsville city,306.0
TX,Parker,305.0
NH,Merrimack,302.0
MO,Phelps,302.0
MS,Jones,301.0
NM,McKinley,301.0
VA,Montgomery,301.0
VA,Alexandria city,301.0
LA,Terrebonne Parish,301.0
WI,Fond du Lac,301.0
WA,Cowlitz,299.0
WI,Dodge,299.0
MO,Franklin,299.0
KY,Hopkins,299.0
IN,Grant,298.0
CA,Yuba,296.0
ME,York,295.0
KY,Laurel,295.0
AR,Jefferson,294.0
MS,Washington,292.0
PA,Adams,291.0
CA,Yolo,291.0
KS,Reno,290.0
MS,Warren,288.0
TX,Johnson,288.0
MS,Lamar,287.0
AL,Talladega,286.0
NC,Randolph,286.0
GA,Gordon,285.0
TN,Cumberland,285.0
VA,Manassas city,285.0
IA,Cerro Gordo,284.0
SC,Darlington,282.0
GA,Bulloch,282.0
NY,Warren,282.0
PA,Northumberland,278.0
NC,Scotland,278.0
ME,Kennebec,276.0
GA,Toombs,275.0
MD,Cecil,275.0
WV,Mercer,275.0
MI,Monroe,275.0
AZ,Cochise,274.0
NC,Harnett,274.0
IL,Jefferson,273.0
MO,Butler,273.0
MS,Leflore,273.0
MS,Alcorn,272.0
NY,Steuben,271.0
NJ,Hunterdon,270.0
OK,Carter,270.0
GA,Paulding,270.0
IL,Whiteside,269.0
MA,Hampshire,269.0
IL,Jackson,269.0
GA,Coffee,268.0
NY,Cattaraugus,267.0
MS,Madison,265.0
VA,Washington,264.0
MO,Camden,262.0
NY,St. Lawrence,262.0
VT,Chittenden,260.0
KY,Madison,259.0
OH,Wood,259.0
IL,Knox,259.0
TX,Henderson,258.0
AR,Saline,255.0
OK,Stephens,254.0
TX,Maverick,253.0
OK,Pittsburg,252.0
KY,Boone,251.0
NC,Lenoir,249.0
PA,Union,249.0
NJ,Cape May,249.0
SC,Lancaster,249.0
IN,Hancock,244.0
TN,Jefferson,244.0
OH,Gallia,242.0
AZ,Gila,242.0
TX,Hood,242.0
OK,Canadian,242.0
NC,Brunswick,241.0
NH,Strafford,240.0
GA,Colquitt,240.0
IL,Coles,240.0
AL,Covington,240.0
GA,Douglas,238.0
IN,Knox,237.0
TN,Carter,237.0
AL,Limestone,236.0
OK,Cherokee,236.0
MD,St. Mary's,236.0
WI,Washington,236.0
MI,Marquette,235.0
AK,Matanuska-Susitna Borough,235.0
PA,Armstrong,234.0
TN,Greene,234.0
VA,Albemarle,233.0
NE,Hall,232.0
NY,Otsego,231.0
NE,Buffalo,231.0
NC,Rockingham,230.0
IL,DeKalb,230.0
WA,Skagit,229.0
NC,Lincoln,228.0
NC,Pasquotank,228.0
TX,Brown,227.0
ND,Grand Forks,226.0
NY,Montgomery,225.0
MI,Lenawee,225.0
NC,Wilkes,225.0
SC,Colleton,224.0
OR,Klamath,224.0
IL,Vermilion,224.0
NY,Genesee,223.0
IL,Tazewell,223.0
OK,Pontotoc,223.0
TX,Hopkins,222.0
WV,Brooke,222.0
IA,Webster,221.0
TX,Anderson,221.0
KY,Franklin,221.0
RI,Washington,220.0
GA,Baldwin,220.0
SC,Laurens,220.0
OH,Crawford,219.0
CT,Windham,218.0
NC,Haywood,218.0
OK,Bryan,215.0
PA,Carbon,214.0
GA,Pickens,214.0
MO,Howell,213.0
CA,El Dorado,213.0
TN,Robertson,212.0
OH,Sandusky,211.0
CA,Tuolumne,211.0
FL,Walton,211.0
IL,Stephenson,210.0
HI,Hawaii,210.0
NY,Columbia,209.0
PA,Venango,209.0
MI,Livingston,208.0
MS,Pike,208.0
MT,Lewis and Clark,206.0
NM,Lea,205.0
TX,Navarro,203.0
TN,Cocke,202.0
MI,Gratiot,202.0
OH,Holmes,202.0
AL,DeKalb,202.0
OH,Ashland,201.0
AL,Dallas,201.0
TN,Dyer,200.0
TN,Coffee,200.0
IN,Jefferson,198.0
OK,Kay,198.0
TX,Kerr,198.0
SC,Kershaw,198.0
MS,Monroe,197.0
NC,Columbus,195.0
OH,Knox,195.0
NE,Scotts Bluff,194.0
OR,Linn,194.0
TN,Monroe,193.0
OK,Rogers,192.0
AL,Coffee,191.0
TN,Roane,191.0
IA,Des Moines,191.0
IN,Boone,190.0
TX,Cherokee,190.0
WI,Walworth,190.0
LA,St. Mary Parish,190.0
MI,Emmet,190.0
MN,Wright,190.0
KY,Floyd,189.0
MI,Alpena,189.0
PA,Jefferson,188.0
NC,Vance,188.0
CA,Humboldt,187.0
AK,Fairbanks North Star Borough,186.0
AL,Autauga,186.0
VA,Hopewell city,186.0
CA,Tehama,185.0
VA,Tazewell,185.0
NM,Eddy,185.0
KS,Ellis,184.0
AL,St. Clair,184.0
OH,Delaware,184.0
NE,Lincoln,183.0
PA,Wayne,183.0
OH,Huron,182.0
OK,Payne,182.0
MD,Worcester,182.0
NE,Sarpy,182.0
KS,Crawford,181.0
NM,Curry,181.0
CA,Napa,181.0
VA,Halifax,180.0
IN,Dubois,180.0
MO,Platte,180.0
KY,Christian,180.0
WI,Oneida,180.0
NC,Beaufort,180.0
GA,Wayne,179.0
TX,Burnet,179.0
NY,Fulton,179.0
MO,St. Francois,179.0
TX,Kaufman,179.0
MO,Marion,178.0
NY,Jefferson,178.0
OR,Yamhill,177.0
FL,Jackson,177.0
WV,Greenbrier,177.0
OH,Pickaway,177.0
TN,Franklin,175.0
CO,Montrose,175.0
NC,Halifax,175.0
MS,Lincoln,174.0
NC,Richmond,174.0
AL,Tallapoosa,174.0
OH,Defiance,173.0
MN,Crow Wing,173.0
WV,Logan,172.0
MO,Pettis,172.0
CA,Nevada,172.0
OH,Belmont,172.0
NC,Edgecombe,172.0
TX,Atascosa,171.0
AR,Union,171.0
MS,Oktibbeha,170.0
NH,Belknap,170.0
MN,Scott,169.0
WA,Lewis,169.0
KY,Graves,169.0
IA,Story,169.0
NY,Oswego,167.0
NJ,Salem,166.0
WI,Waupaca,166.0
TX,Walker,166.0
HI,Maui,166.0
PA,Huntingdon,166.0
IL,Grundy,166.0
IL,Marion,165.0
AZ,Apache,165.0
MN,Blue Earth,165.0
IL,Morgan,165.0
PA,Warren,164.0
MI,Shiawassee,164.0
NH,Grafton,163.0
IN,Morgan,163.0
TX,Hale,163.0
KY,Rowan,162.0
LA,Iberia Parish,162.0
NY,Madison,162.0
LA,Acadia Parish,162.0
MS,Adams,161.0
PA,Tioga,161.0
KS,Finney,161.0
NC,Carteret,160.0
NY,Wayne,160.0
MO,Polk,160.0
IN,Shelby,159.0
GA,Sumter,159.0
GA,Union,158.0
ME,Aroostook,158.0
WA,Grant,157.0
AL,Jackson,157.0
OK,Delaware,157.0
NC,Stanly,157.0
GA,Crisp,156.0
OH,Darke,156.0
AR,Pope,156.0
WA,Walla Walla,156.0
IN,Dearborn,156.0
TN,McMinn,156.0
ID,Nez Perce,155.0
AR,Boone,155.0
MO,Scott,154.0
MO,Taney,154.0
VA,Culpeper,154.0
IN,Marshall,153.0
WI,Manitowoc,153.0
KS,Douglas,153.0
AL,Escambia,153.0
TX,Titus,152.0
IA,Clinton,152.0
SD,Brown,152.0
MO,Cass,152.0
NY,Cayuga,151.0
MI,Allegan,151.0
MI,Montcalm,151.0
OR,Umatilla,150.0
TN,Obion,150.0
OH,Seneca,150.0
IN,Lawrence,150.0
MD,Talbot,149.0
IL,Effingham,148.0
TX,Val Verde,148.0
IN,Jackson,148.0
OH,Clinton,147.0
KY,Mason,147.0
VA,Shenandoah,146.0
TN,Claiborne,145.0
NC,Watauga,145.0
NC,Duplin,145.0
OK,Grady,145.0
MD,Calvert,145.0
WA,Franklin,145.0
TX,Jim Wells,145.0
MI,Isabella,144.0
LA,Natchitoches Parish,144.0
PA,Clarion,144.0
NM,Otero,143.0
VA,Gloucester,143.0
VA,York,143.0
NY,Sullivan,142.0
ID,Bonner,142.0
MO,Jasper,142.0
MN,Beltrami,141.0
LA,Lincoln Parish,141.0
AL,Dale,141.0
TX,Polk,141.0
MT,Silver Bow,141.0
CO,Fremont,141.0
NY,Clinton,141.0
KS,Harvey,140.0
MS,Union,140.0
FL,Okeechobee,138.0
IA,Wapello,138.0
CO,La Plata,138.0
SC,Chesterfield,138.0
WI,Jefferson,138.0
OR,Benton,137.0
KY,Bell,137.0
LA,Washington Parish,136.0
GA,Habersham,136.0
IL,Bureau,136.0
WA,Grays Harbor,136.0
GA,Dodge,136.0
NC,Hertford,136.0
SC,Newberry,134.0
MD,Garrett,134.0
NY,Tompkins,134.0
NE,Madison,134.0
WV,Marshall,134.0
CA,Mendocino,134.0
NE,Dodge,133.0
CT,Tolland,133.0
WA,Clallam,133.0
TX,Randall,133.0
VA,Spotsylvania,132.0
WY,Campbell,132.0
OH,Auglaize,132.0
PA,Columbia,131.0
VA,Mecklenburg,131.0
WI,Marinette,131.0
MN,Kandiyohi,130.0
WI,Sauk,130.0
MT,Gallatin,129.0
VA,Wythe,129.0
TX,Palo Pinto,129.0
WV,Randolph,129.0
TX,Matagorda,129.0
NH,Cheshire,129.0
TN,Warren,128.0
WI,Portage,128.0
MI,Wexford,128.0
NY,Putnam,128.0
IN,Kosciusko,128.0
FL,Nassau,128.0
NY,Cortland,127.0
KS,Montgomery,127.0
NC,Lee,127.0
NY,Chenango,126.0
MN,Carver,126.0
OR,Coos,126.0
MS,Pearl River,125.0
VA,Galax city,124.0
PA,McKean,124.0
OK,Jackson,124.0
MI,Delta,123.0
OH,Williams,123.0
TX,Howard,123.0
OH,Athens,123.0
WV,Putnam,123.0
OH,Guernsey,122.0
IN,Henry,122.0
WI,Columbia,122.0
AL,Marengo,122.0
TX,Kleberg,122.0
WI,Barron,121.0
MN,Rice,121.0
KS,Butler,120.0
TN,Carroll,120.0
VA,Franklin,120.0
WY,Park,120.0
MI,Dickinson,119.0
OH,Shelby,119.0
AL,Marion,119.0
TN,Henry,119.0
NE,Adams,119.0
LA,Jefferson Davis Parish,118.0
MN,Goodhue,118.0
CO,Delta,118.0
MI,Branch,118.0
VA,Pulaski,118.0
KS,Cowley,118.0
NC,Chatham,118.0
PA,Bedford,118.0
MI,Eaton,117.0
NY,Livingston,117.0
GA,Emanuel,117.0
TN,Campbell,117.0
NY,Allegany,117.0
OK,Beckham,117.0
TX,Starr,117.0
MI,Hillsdale,116.0
KS,Riley,116.0
TN,Bedford,116.0
TX,Gray,116.0
SC,Jasper,116.0
OK,Ottawa,116.0
OK,Creek,115.0
OH,Fulton,115.0
OH,Logan,115.0
IL,Lee,115.0
WV,Jefferson,115.0
AZ,Graham,115.0
NC,Jackson,115.0
TN,Lawrence,115.0
IN,Cass,115.0
KY,Henderson,115.0
IL,Randolph,114.0
OH,Mercer,114.0
NC,Sampson,114.0
TN,Loudon,114.0
MS,Simpson,114.0
KY,Harlan,114.0
WI,Chippewa,112.0
IL,Livingston,112.0
SD,Yankton,112.0
NH,Coos,112.0
ME,Oxford,112.0
LA,Webster Parish,111.0
OK,Custer,111.0
IN,DeKalb,110.0
AR,Polk,110.0
TX,Gillespie,110.0
MN,Benton,109.0
MO,Clinton,109.0
NV,Churchill,109.0
WY,Fremont,109.0
MO,Crawford,109.0
